gene,gnomAD_syn_<1e-5,gnomAD_syn_1e-5~1e-4,gnomAD_syn_1e-4~1e-3,gnomAD_syn_1e-3~1e-2,gnomAD_syn_1e-2<,gnomAD_mis_<1e-5,gnomAD_mis_1e-5~1e-4,gnomAD_mis_1e-4~1e-3,gnomAD_mis_1e-3~1e-2,gnomAD_mis_1e-2<,gnomAD_stopgain_<1e-5,gnomAD_stopgain_1e-5~1e-4,gnomAD_stopgain_1e-4~1e-3,gnomAD_stopgain_1e-3~1e-2,gnomAD_stopgain_1e-2<,RGC-ME_syn_<1e-5,RGC-ME_syn_1e-5~1e-4,RGC-ME_syn_1e-4~1e-3,RGC-ME_syn_1e-3~1e-2,RGC-ME_syn_1e-2<,RGC-ME_mis_<1e-5,RGC-ME_mis_1e-5~1e-4,RGC-ME_mis_1e-4~1e-3,RGC-ME_mis_1e-3~1e-2,RGC-ME_mis_1e-2<,RGC-ME_stopgain_<1e-5,RGC-ME_stopgain_1e-5~1e-4,RGC-ME_stopgain_1e-4~1e-3,RGC-ME_stopgain_1e-3~1e-2,RGC-ME_stopgain_1e-2<,non_nsite,mis_nsite,ssite,is_cRDHGs
RASGRP3,55,49,7,4,3,157,77,8,6,1,7,2,0,0,0,235,38,8,2,3,630,70,11,4,1,20,2,0,0,0,9.029294e-07,1.8483322199999952e-05,7.328605100000002e-06,False
CAPN10,89,80,19,3,3,163,140,12,9,2,6,5,0,0,0,323,65,14,2,3,653,116,18,6,2,34,0,0,0,0,1.0177659000000002e-06,2.6677024599999997e-05,1.29243226e-05,False
APLF,55,21,7,3,1,117,81,10,4,4,3,10,0,0,0,182,18,3,3,1,500,60,6,4,4,24,8,0,0,0,6.132021999999997e-07,1.238069239999999e-05,4.874793100000001e-06,False
CX3CR1,29,22,9,2,1,81,46,9,4,2,1,1,0,0,0,141,22,7,3,0,289,44,8,2,3,3,2,0,0,0,2.79502e-07,1.0357711699999977e-05,5.0699654e-06,False
RNF208,35,36,8,1,1,44,51,6,2,0,1,0,0,0,0,162,30,6,1,1,268,34,5,1,0,5,0,0,0,0,2.780647e-07,1.1712839600000012e-05,5.724908700000001e-06,False
AKR1A1,29,28,3,1,1,74,48,10,4,1,5,1,0,0,0,124,22,2,1,1,277,50,11,2,1,12,2,0,0,0,5.190745e-07,1.0009387899999992e-05,3.9676766999999965e-06,False
NDUFC2-KCTD14,12,11,1,1,1,32,23,2,0,1,0,0,0,0,0,47,8,1,1,1,112,16,2,0,1,0,0,0,0,0,5.30073e-08,3.915981400000001e-06,1.4933697999999997e-06,False
MXI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,11,1,1,1,236,30,5,2,0,9,0,0,0,0,9.770352e-07,8.797483999999998e-06,3.3258736000000027e-06,False
NUDT4,7,4,2,0,1,8,6,1,0,0,0,1,0,0,0,27,2,0,0,1,38,1,0,0,0,3,0,0,0,0,2.4261720000000005e-07,2.843653199999998e-06,1.2151193e-06,False
MXD1,18,22,4,1,1,36,29,4,0,0,2,0,0,0,0,82,26,4,0,1,195,20,3,0,0,5,0,0,0,0,4.471243e-07,7.525819599999989e-06,3.408010900000001e-06,False
JOSD2,18,24,4,2,0,45,39,2,1,0,1,1,0,0,0,90,17,5,1,0,183,27,2,0,0,13,1,0,0,0,2.110149999999999e-07,6.87130979999999e-06,3.492841300000001e-06,False
CCR2,30,30,5,1,2,70,52,6,0,1,6,2,0,0,0,147,22,3,1,2,334,38,5,0,1,12,1,0,0,0,5.872198000000001e-07,1.0513042000000002e-05,5.084652399999999e-06,False
CRACD,138,98,26,4,5,320,213,26,13,11,6,0,0,0,0,598,90,19,3,4,1356,172,22,8,9,37,0,0,0,0,1.4214155999999997e-06,3.626477040000007e-05,1.6365759999999992e-05,False
PKIA,4,0,0,0,0,7,4,0,0,0,0,0,0,0,0,15,1,0,0,0,57,1,0,0,0,3,0,0,0,0,2.027068e-07,1.6596388000000003e-06,5.606732000000006e-07,False
F2RL3,57,57,11,6,1,94,101,21,1,3,2,1,0,0,0,191,49,13,3,0,378,83,24,1,2,13,2,0,0,0,4.2248550000000005e-07,1.7243914299999972e-05,9.308467999999991e-06,False
TNFAIP3,67,52,9,1,1,148,105,19,3,1,1,0,0,0,0,268,48,7,2,0,648,91,11,2,2,1,0,0,0,0,1.2603047000000008e-06,2.5953711100000017e-05,1.0614677399999982e-05,False
ASPM,253,185,27,8,13,767,518,82,25,12,38,18,1,1,0,1094,151,24,6,11,3194,429,64,25,6,171,18,0,1,0,7.76961459999999e-06,8.840390029999975e-05,2.8276204600000037e-05,False
RPL27A,9,9,0,0,2,30,12,1,0,0,0,0,0,0,0,60,7,0,0,2,92,15,0,0,0,0,0,0,0,0,2.1112449999999997e-07,4.341111500000002e-06,1.7209439999999996e-06,False
FCHO1,100,86,17,1,5,197,161,26,3,0,2,0,0,0,0,409,67,14,1,4,808,150,14,3,0,16,0,0,0,0,9.696549e-07,3.322732129999999e-05,1.5487200000000003e-05,False
GATA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,43,9,3,2,402,36,4,0,0,2,0,0,0,0,5.982134999999999e-07,1.4245471200000024e-05,7.537746000000001e-06,False
CLEC9A,20,19,0,1,1,44,35,3,2,2,5,0,0,0,0,93,17,2,0,1,219,20,6,2,0,18,0,0,0,0,4.0912330000000006e-07,5.966229399999999e-06,2.8111911999999976e-06,False
LINGO2,66,36,6,5,0,154,78,6,3,0,1,0,0,0,0,248,31,6,3,0,626,65,6,0,0,13,0,0,0,0,7.723464e-07,1.8198498399999952e-05,6.569257300000005e-06,False
KRTAP4-9,5,2,2,1,0,9,12,0,1,1,0,0,0,0,0,2,1,1,0,0,4,2,0,0,0,0,0,0,0,0,6.58338e-08,1.6347399000000012e-06,3.945440000000002e-07,False
HNF4G,38,25,2,4,1,100,44,5,1,2,3,1,0,0,0,137,15,3,3,1,397,30,5,0,2,12,0,0,0,0,5.190991000000001e-07,1.2800896199999978e-05,4.294376999999997e-06,False
MUC12,223,203,49,16,8,640,538,122,32,27,29,22,1,0,0,450,80,15,4,3,1267,198,40,14,7,54,8,2,0,0,1.2065096999999996e-06,4.173336329999992e-05,1.85966581e-05,False
ZNF596,58,40,5,2,2,171,96,13,4,2,2,9,0,0,0,229,25,2,4,0,715,79,11,3,2,30,7,1,0,0,1.8458813000000008e-06,1.4485639000000014e-05,5.532526899999998e-06,False
FBXL13,68,49,8,6,4,173,126,14,3,8,11,5,0,0,0,235,30,8,7,3,749,86,14,6,4,45,4,0,0,0,1.5031887999999992e-06,2.1883488299999997e-05,7.6753275e-06,False
MAP3K1,146,88,21,10,8,296,185,27,1,4,1,0,0,0,0,544,85,15,9,6,1305,160,19,3,4,24,0,0,0,0,2.0828609000000013e-06,4.126035340000006e-05,1.5163975699999956e-05,False
AHSA1,27,16,3,1,5,68,36,2,1,0,1,0,0,0,0,115,19,3,2,3,239,27,2,1,0,10,0,0,0,0,5.288569000000001e-07,9.310899399999984e-06,3.6554703000000015e-06,False
C15orf40,22,11,2,0,0,44,27,7,2,3,1,0,0,0,0,66,10,1,0,0,187,19,7,2,3,4,1,1,0,0,8.81974e-08,4.215608599999999e-06,1.4437209999999996e-06,False
OPN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,47,12,2,4,516,92,13,3,3,25,2,0,0,0,4.39514e-07,1.7145046699999996e-05,7.872502900000003e-06,False
SYNPO2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,47,14,1,1,886,105,15,1,4,20,7,0,0,0,1.7283734e-06,3.0878275499999995e-05,1.2512341899999995e-05,False
FRY,242,207,36,20,9,470,290,26,7,2,7,1,0,0,0,993,178,37,13,6,2072,197,26,4,3,49,2,0,0,0,5.493487900000007e-06,8.661802110000009e-05,3.597855009999999e-05,False
PIWIL2,92,53,11,4,0,210,151,19,8,1,8,6,0,0,0,354,56,9,3,0,963,108,14,10,0,34,5,0,0,0,1.6509775999999998e-06,2.778944250000005e-05,1.0247972000000013e-05,False
TNFRSF1A,49,32,10,1,1,89,44,7,1,2,0,0,0,0,0,202,29,8,1,1,388,26,7,1,1,2,0,0,0,0,4.883966000000002e-07,1.2342062600000013e-05,5.738923300000005e-06,False
DHX58,54,51,11,3,1,129,121,22,1,6,7,4,2,0,0,267,46,7,0,1,606,105,15,1,6,28,3,2,0,0,6.894988000000002e-07,2.3080896200000007e-05,9.488340199999998e-06,False
C9orf40,15,14,2,1,1,49,33,1,1,0,0,1,0,0,0,98,6,1,1,1,182,19,1,0,0,2,0,0,0,0,2.2464720000000002e-07,5.775558900000008e-06,2.4943678000000007e-06,False
BIN2,38,31,7,3,2,110,76,7,4,3,3,1,0,0,0,177,25,7,1,2,447,50,7,3,2,16,1,0,0,0,8.599700999999996e-07,1.3884515799999993e-05,5.574202200000004e-06,False
MDH1B,34,33,7,0,1,93,83,19,2,3,5,2,0,0,0,180,24,7,0,1,450,60,13,2,2,29,2,0,0,0,7.153378999999998e-07,1.4395731799999998e-05,5.367630999999989e-06,False
PRDM4,56,41,6,6,1,136,93,11,1,0,1,0,0,0,0,265,36,6,4,1,627,81,7,1,0,15,1,0,0,0,7.746594000000001e-07,2.149637789999998e-05,7.662051999999996e-06,False
CHRNA3,48,51,12,4,4,99,53,11,0,1,4,1,0,0,0,205,46,4,4,4,426,55,8,0,1,30,2,0,0,0,4.758698000000001e-07,1.5147338200000027e-05,7.620100999999998e-06,False
PGS1,82,46,6,3,2,116,85,5,2,1,3,2,0,0,0,283,43,4,3,1,534,59,6,3,0,28,1,0,0,0,8.403180000000006e-07,1.9484317300000004e-05,8.820048499999995e-06,False
MRPL40,13,11,1,2,0,34,34,10,0,2,3,2,0,0,0,86,9,3,0,0,204,30,6,1,2,12,1,0,0,0,4.620262000000001e-07,5.761134099999996e-06,2.0235261999999987e-06,False
TMA7B,9,5,1,0,0,17,13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.084759999999998e-08,1.6316444999999994e-06,8.497933000000003e-07,False
CTAGE1,70,44,6,3,3,180,128,25,4,6,5,1,0,0,0,244,31,8,1,2,707,93,18,4,2,34,3,0,0,0,1.209007099999999e-06,2.0213673100000044e-05,7.669932600000013e-06,False
PKN3,82,76,18,4,1,207,161,30,5,1,8,4,0,0,0,338,73,13,3,1,775,150,29,4,0,38,1,0,0,0,1.6181852999999996e-06,3.5160851000000003e-05,1.4566273300000002e-05,False
FANCF,53,28,6,6,1,89,72,11,3,1,1,2,0,0,0,212,29,5,3,2,452,62,10,3,1,27,2,0,0,0,4.231247000000002e-07,1.0162112300000012e-05,4.446617499999997e-06,False
VASP,56,37,7,2,1,88,58,10,1,1,2,0,0,0,0,165,35,6,0,1,352,55,6,1,0,8,0,0,0,0,4.558100000000001e-07,1.3909952399999974e-05,6.3783137000000006e-06,False
ADHFE1,41,41,6,1,1,98,75,12,2,1,2,1,1,0,0,173,31,5,0,1,447,78,8,2,1,12,4,1,0,0,5.230917000000004e-07,1.3583609299999943e-05,5.831573699999997e-06,False
CALR3,33,25,5,1,4,87,60,4,4,1,1,2,0,0,0,129,34,3,0,4,373,40,7,2,1,23,3,0,0,0,5.899049e-07,1.0408283999999996e-05,5.222177600000003e-06,False
CLDN17,24,14,4,1,0,57,31,5,3,1,0,3,2,0,0,103,10,2,2,0,244,36,2,2,1,12,2,1,0,0,5.215482999999998e-07,6.275328499999996e-06,2.564148e-06,False
R3HDML,24,19,4,0,3,60,53,6,5,1,2,1,0,0,0,87,18,3,0,3,227,40,8,3,1,13,2,0,0,0,3.167376999999999e-07,9.12855620000001e-06,3.8396412000000025e-06,False
XPOT,58,43,6,2,0,161,91,5,2,0,5,0,0,0,0,329,37,4,3,0,713,70,7,2,0,13,0,0,0,0,1.5604924999999998e-06,2.371901810000004e-05,9.091989399999997e-06,False
FGFR4,85,96,16,4,4,148,169,20,3,3,10,2,0,0,0,336,82,14,4,3,691,130,19,0,3,27,0,0,0,0,1.270501099999999e-06,3.166931759999991e-05,1.5143777699999994e-05,False
ELFN1,109,146,25,15,2,200,193,23,6,1,1,0,0,0,0,293,132,31,7,1,510,168,21,4,0,4,0,0,0,0,9.404120000000004e-07,2.7234316799999967e-05,1.339154349999998e-05,False
SLC7A11,56,33,6,3,3,92,65,8,4,0,6,0,0,0,0,163,26,3,2,3,419,60,8,4,0,15,1,0,0,0,7.529110999999996e-07,1.4857111999999978e-05,6.130413599999999e-06,False
EPS15,76,45,8,3,2,162,115,14,9,2,5,0,0,0,0,265,45,6,3,2,743,70,16,4,2,25,0,0,0,0,9.679536000000003e-07,2.067588220000013e-05,8.587145800000017e-06,False
RAB6C,2,11,0,1,1,22,11,1,3,3,0,1,0,0,0,22,4,0,1,0,55,9,0,1,1,3,0,0,0,0,1.0141609999999999e-07,2.209223000000001e-06,9.19401e-07,False
GNE,36,33,6,1,2,114,57,4,1,0,8,1,0,0,0,204,25,7,2,1,461,45,6,1,0,18,2,0,0,0,9.686762e-07,2.0341470099999893e-05,7.691007199999997e-06,False
LMNTD2,4,7,0,0,0,14,12,2,1,1,0,1,0,0,0,23,3,2,0,0,52,12,2,0,2,2,1,0,0,0,2.95447e-08,1.2576416000000002e-06,5.965253e-07,False
NPY5R,24,20,3,0,1,78,42,4,0,0,3,0,0,0,0,151,11,3,1,1,398,32,5,0,0,15,0,0,0,0,4.6055190000000004e-07,1.0368721900000005e-05,3.674283799999997e-06,False
SCO1,32,24,3,0,2,72,48,6,1,1,2,3,0,0,0,131,20,2,1,1,318,40,8,1,1,13,0,0,0,0,4.387747e-07,8.480756899999996e-06,3.5562639e-06,False
TMEM92,12,17,1,0,1,30,26,2,0,3,0,0,0,0,0,68,14,1,0,1,142,20,0,0,2,4,0,0,0,0,8.84444e-08,4.974849299999995e-06,2.452516800000001e-06,False
TNFRSF11A,53,52,8,2,2,144,98,12,5,2,5,2,0,0,0,236,33,9,2,2,580,82,9,5,2,16,0,0,0,0,6.628703999999999e-07,1.946932760000002e-05,9.769548099999996e-06,False
SDC4,20,13,2,2,0,45,27,7,0,1,0,2,0,0,0,76,11,2,1,0,197,25,8,0,1,9,1,0,0,0,3.127184e-07,5.829238199999999e-06,2.952222699999998e-06,False
ZNF92,37,29,5,1,0,118,68,9,2,2,3,3,0,0,0,152,17,2,0,0,538,54,4,3,2,20,1,0,0,0,7.451200000000006e-07,1.4690636499999976e-05,4.608498899999999e-06,False
GATD1,36,36,10,0,3,62,48,10,1,0,2,1,0,0,0,113,31,6,0,3,227,51,6,1,0,13,1,0,0,0,1.2971759999999998e-07,9.250042399999992e-06,5.1288405000000016e-06,False
RXRG,51,32,7,1,4,87,50,2,0,0,3,0,0,0,0,177,24,5,0,4,341,36,0,0,0,6,0,0,0,0,9.315931999999998e-07,1.4830971099999964e-05,5.607879999999994e-06,False
RAB38,19,13,2,1,1,52,40,8,3,0,3,0,0,0,0,79,8,2,0,2,211,32,5,3,0,8,0,0,0,0,3.122868e-07,6.064116600000003e-06,2.7864858999999983e-06,False
TMEFF1,35,27,1,1,1,74,55,3,1,0,0,1,0,0,0,130,18,2,1,1,307,36,3,2,0,6,1,0,0,0,6.710553999999998e-07,9.708165699999968e-06,3.640763599999993e-06,False
ENSG00000248710,55,44,11,3,3,172,103,29,9,1,6,7,0,0,0,262,41,9,2,3,711,95,22,3,2,35,4,0,0,0,1.934751599999999e-06,2.466639209999999e-05,8.868964199999996e-06,False
PTGES2,51,44,7,1,1,104,62,6,1,2,4,4,1,0,0,183,32,4,0,1,406,57,3,2,1,24,2,0,0,0,5.963916999999999e-07,1.3100741799999985e-05,6.493263099999999e-06,False
FNTB,42,34,11,1,0,78,47,10,0,0,1,1,0,0,0,166,32,9,0,1,294,47,4,1,0,22,0,0,0,0,6.730088e-07,1.2788643600000007e-05,6.186006000000005e-06,False
PFKFB4,45,40,3,0,0,90,67,8,0,0,0,6,0,0,0,166,28,3,0,0,363,63,6,0,0,11,4,0,0,0,6.547459999999998e-07,1.7782820000000003e-05,7.374902700000011e-06,False
H2BC9,28,24,3,3,1,57,31,1,0,0,4,2,0,0,0,86,20,5,1,1,125,18,2,0,0,7,1,0,0,0,9.871090000000001e-08,3.6340003000000064e-06,1.563952500000001e-06,True
TMEM132A,103,85,12,4,7,239,191,26,5,5,12,4,0,0,0,439,83,12,3,6,947,176,13,6,5,37,3,0,0,0,1.3155243999999995e-06,3.7634607000000094e-05,1.63454893e-05,False
BTBD18,50,39,6,3,0,148,86,13,1,0,1,0,0,0,0,254,28,8,2,0,674,71,8,2,0,16,0,0,0,0,1.0185478999999996e-06,1.7669577900000006e-05,6.040119800000004e-06,False
ST20-MTHFS,15,15,2,1,0,38,22,6,0,1,2,3,0,0,0,43,7,3,0,0,109,23,5,1,1,3,1,1,0,0,5.755327999999999e-07,5.504892600000005e-06,2.0018036999999982e-06,False
ARHGAP35,114,99,24,7,2,256,126,13,2,0,4,0,0,0,0,479,84,18,4,1,994,104,13,0,0,7,0,0,0,0,2.278362599999998e-06,4.692566839999989e-05,1.9081088100000045e-05,False
CCDC54,25,12,3,2,1,78,45,8,5,1,2,2,1,1,0,119,10,3,1,1,318,33,8,5,1,14,4,1,0,0,5.026633999999997e-07,8.770553900000003e-06,3.352154899999997e-06,False
NPHP3,110,66,11,7,5,262,190,16,8,2,12,8,0,0,0,402,54,12,5,3,1141,133,23,5,1,58,6,0,0,0,2.5764924999999997e-06,3.427921329999996e-05,1.3172080600000004e-05,False
RTEL1-TNFRSF6B,90,94,15,6,6,167,116,20,2,4,1,1,1,0,0,380,78,15,3,7,735,94,13,2,4,21,0,1,0,0,1.2939654999999994e-06,2.9374640799999997e-05,1.3807568600000027e-05,False
FOXC2,83,50,6,9,0,157,113,9,3,0,0,0,0,0,0,349,42,7,5,0,666,85,9,2,0,12,0,0,0,0,5.617492e-07,1.542856429999999e-05,7.555014099999999e-06,False
NLRX1,93,89,19,4,6,192,206,38,11,5,12,9,1,0,0,403,73,11,7,1,876,166,31,11,2,35,10,3,0,0,1.5723401000000008e-06,3.604570379999997e-05,1.4167803799999993e-05,False
PCDH20,96,61,8,3,2,196,130,12,3,1,6,1,0,0,0,393,58,6,1,2,916,103,8,3,1,23,1,0,0,0,1.2505506e-06,2.4165062400000036e-05,1.0059552299999984e-05,False
CSE1L,74,60,6,2,1,134,84,5,1,0,2,0,0,0,0,302,43,7,2,1,656,56,1,1,0,8,0,0,0,0,1.4042129999999996e-06,2.3443948799999988e-05,9.1402614e-06,False
CEMIP,131,116,19,10,6,293,182,23,8,0,10,1,0,0,0,504,116,19,10,4,1141,162,17,7,0,51,2,0,0,0,1.937023500000001e-06,4.433416950000001e-05,2.1030648900000045e-05,False
PLEKHD1,48,33,7,5,2,102,75,17,2,0,3,3,0,0,0,192,27,12,0,2,455,72,9,1,0,18,2,0,0,0,7.657320000000006e-07,1.6474504700000026e-05,6.076441500000007e-06,False
SULT1A2,29,27,9,3,1,70,83,10,5,4,5,2,1,0,0,32,10,5,1,0,86,36,5,4,1,5,2,1,1,0,4.821790999999998e-07,9.66073869999998e-06,4.129342099999999e-06,False
TCIRG1,90,100,17,5,2,176,202,28,6,2,9,3,0,0,0,354,85,15,3,2,795,160,22,6,2,33,4,0,0,0,1.1828209e-06,3.463948109999986e-05,1.7564933499999997e-05,False
ZNF541,153,105,17,8,1,294,208,33,8,6,1,1,0,0,0,561,87,21,1,1,1208,152,32,6,4,11,3,0,0,0,1.925268199999999e-06,4.159579020000008e-05,1.9721073199999996e-05,False
PRR15L,5,9,1,1,0,21,27,3,1,0,2,0,0,0,0,45,7,1,1,0,80,24,4,1,0,1,0,0,0,0,7.205279999999999e-08,3.5452917999999992e-06,1.4818295e-06,False
RTN4IP1,37,30,7,1,3,79,43,10,3,0,6,1,0,0,0,121,22,5,1,3,387,36,10,0,0,21,3,0,0,0,6.024923e-07,1.0628531299999974e-05,3.933156100000002e-06,False
PDCD10,11,12,1,0,0,26,19,3,0,0,2,0,0,0,0,33,8,0,0,0,107,13,2,0,0,0,0,0,0,0,6.760316000000001e-07,5.801410600000002e-06,2.054612799999997e-06,False
TYROBP,12,14,4,1,1,24,17,8,2,0,1,0,0,0,0,49,13,2,0,1,111,25,4,1,0,5,1,0,0,0,2.0519159999999998e-07,4.797343300000003e-06,2.3705922000000007e-06,False
ENSG00000249773,23,12,2,1,0,43,37,7,1,1,1,4,1,0,0,91,14,0,1,0,182,27,7,2,0,13,2,1,0,0,4.6029680000000005e-07,6.1213028999999925e-06,2.7270303000000027e-06,False
OR6C70,32,19,4,1,1,80,55,6,4,3,2,2,0,1,0,113,18,2,0,1,360,40,9,3,2,11,1,0,1,0,2.513152e-07,7.568903199999997e-06,2.7114538999999977e-06,False
TIGIT,19,24,2,1,0,52,34,7,1,0,3,1,1,0,0,105,16,2,1,0,228,23,8,1,0,10,2,0,0,0,3.7019169999999977e-07,7.404269900000005e-06,3.731771699999997e-06,False
TRAPPC13,32,17,2,0,1,82,38,3,2,0,3,0,0,0,0,114,18,1,1,0,316,20,3,2,1,10,0,0,0,0,3.986713e-07,1.0254309399999994e-05,3.744601500000002e-06,False
HCLS1,38,39,8,2,4,99,82,19,5,4,4,3,0,0,0,190,38,5,2,3,456,78,14,2,4,18,1,1,0,0,1.006191200000001e-06,1.4535844900000012e-05,6.7048158e-06,False
TCF7L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,58,10,4,0,530,57,6,3,1,11,2,0,0,0,8.957851999999997e-07,1.998464109999999e-05,1.0341671500000003e-05,False
ZDHHC17,40,34,3,2,4,93,57,6,1,1,1,0,0,0,0,184,23,2,1,4,473,45,4,0,1,17,0,0,0,0,1.1058535999999997e-06,1.6848198299999975e-05,6.292824300000004e-06,False
CLCNKA,72,61,14,6,3,151,116,15,6,9,8,2,2,0,0,224,47,8,4,0,518,75,12,2,6,19,2,2,0,0,8.166723999999997e-07,2.013814599999999e-05,9.980231399999998e-06,False
UTP14C,60,43,6,1,1,150,114,14,4,3,8,2,0,1,0,164,34,5,0,1,385,76,11,2,3,14,2,0,1,0,1.2181591e-06,1.9434665800000043e-05,7.5875292e-06,False
SLC26A8,75,70,13,3,1,169,119,23,7,4,10,4,1,0,0,364,50,8,5,0,801,101,19,6,4,29,3,2,0,0,1.3265268e-06,2.587016310000004e-05,1.1691594000000016e-05,False
RTL1,148,111,19,6,6,321,224,29,10,5,8,5,0,0,0,552,92,14,4,4,1280,182,27,9,4,47,3,0,0,0,2.0192379000000003e-06,4.344771940000006e-05,1.8962379800000016e-05,False
UBTD2,20,17,1,2,0,38,25,4,1,1,0,0,0,0,0,76,8,2,2,0,199,22,3,1,1,3,0,0,0,0,2.241313000000001e-07,7.377913600000004e-06,2.3994787000000007e-06,False
CFAP97D1,11,13,1,1,1,29,25,2,1,0,2,3,0,0,0,50,10,1,1,1,126,21,2,0,0,6,2,0,0,0,1.928147e-07,5.409947900000005e-06,2.0929639999999987e-06,False
PIGV,44,37,3,1,0,88,78,8,2,0,7,2,0,0,0,195,27,1,2,0,426,51,6,3,0,14,4,1,0,0,7.046977e-07,1.3266262200000008e-05,5.595568799999996e-06,False
MYEF2,37,29,1,2,0,95,79,7,1,2,0,0,0,0,0,171,21,4,0,0,494,57,6,2,2,9,0,0,0,0,8.591816000000002e-07,1.740994419999998e-05,5.624087300000004e-06,False
TRPV3,74,87,20,5,5,172,169,15,3,8,5,3,1,0,0,329,70,18,3,6,785,111,12,7,6,32,3,1,0,0,9.345248999999998e-07,2.6626169600000025e-05,1.30018017e-05,False
TCF7L1,59,70,10,4,1,120,78,13,4,2,1,0,0,0,0,258,43,7,3,1,475,65,12,2,2,6,0,0,0,0,6.459593000000002e-07,1.87426794e-05,9.6138347e-06,False
ST6GAL1,27,24,6,1,3,63,56,6,0,0,3,0,0,0,0,141,25,3,2,2,367,44,5,0,0,13,0,0,0,0,4.481015999999999e-07,1.1586797000000008e-05,4.754301700000001e-06,False
GRIP2,131,108,21,5,7,225,202,29,11,2,7,1,0,0,0,453,105,13,7,6,919,186,28,6,2,18,3,0,0,0,1.4196257000000004e-06,4.1529474300000034e-05,1.972448900000004e-05,False
DDI1,46,31,5,2,3,91,74,9,6,1,2,6,0,0,0,130,25,3,4,1,305,52,10,4,1,13,5,0,0,0,7.282122000000001e-07,1.1687426100000009e-05,5.067897799999997e-06,False
ETV6,36,38,10,2,1,77,49,6,1,0,1,1,0,0,0,181,42,9,2,1,354,38,6,2,0,6,0,0,0,0,9.182895000000002e-07,1.578073649999997e-05,6.151185199999988e-06,False
ATP6V0C,28,28,3,1,0,13,2,0,0,0,0,0,0,0,0,96,24,1,1,0,61,0,0,0,0,0,0,0,0,0,8.60974e-08,4.776644199999999e-06,2.6786048000000005e-06,False
ZNF599,53,26,8,1,1,133,90,13,5,5,7,9,0,1,0,192,17,9,1,1,519,81,9,8,1,33,6,0,1,0,1.4522209999999996e-06,1.7497885099999998e-05,6.268999700000006e-06,False
SUSD5,49,54,10,6,1,155,93,18,8,3,5,5,0,0,0,222,41,10,3,1,548,85,19,6,3,20,4,0,0,0,5.676921000000001e-07,1.831295510000003e-05,8.385044399999994e-06,False
TOP2B,101,75,14,1,4,244,126,15,4,4,3,2,0,0,0,507,54,12,3,2,1169,84,13,4,3,15,1,0,0,0,2.465199900000004e-06,4.0024899799999926e-05,1.3612021499999997e-05,False
BCL2L14,24,18,4,4,3,78,42,5,3,3,3,3,0,0,0,113,14,4,2,3,296,38,5,3,2,12,3,0,0,0,4.832548999999999e-07,7.7762476e-06,3.777159900000002e-06,False
LCE3C,0,4,1,0,0,0,12,4,1,1,0,0,0,0,0,4,1,0,0,0,11,2,0,0,0,0,0,0,0,0,1.6527100000000002e-08,3.590582e-07,1.3587289999999994e-07,False
ADGRL4,59,38,3,1,2,177,106,12,5,4,2,3,0,0,0,244,26,3,2,0,657,82,17,1,4,28,2,0,0,0,7.342104e-07,1.716032699999998e-05,6.522018900000001e-06,False
BOC,110,100,18,6,12,210,215,40,4,2,12,2,0,0,0,436,93,14,6,9,1011,190,28,7,1,44,0,0,0,0,1.5146878e-06,4.081446450000008e-05,1.8603108300000012e-05,False
LRRC14B,70,57,11,2,3,125,109,22,11,0,5,3,2,0,0,253,45,11,1,2,546,90,22,8,0,23,3,2,0,0,6.558361e-07,2.310798670000009e-05,1.1396125299999969e-05,False
SNX15,37,23,4,1,2,80,64,13,2,2,2,2,0,0,0,140,23,5,0,2,312,49,9,1,2,12,2,0,0,0,5.841006999999997e-07,1.184467240000002e-05,4.7939022e-06,False
FPGT-TNNI3K,85,50,7,5,1,237,157,17,10,0,16,12,2,0,0,343,38,5,2,1,914,143,15,5,0,59,9,3,0,0,1.8205186e-06,2.5033998599999928e-05,9.256038699999986e-06,False
OPTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,36,5,4,1,486,60,4,1,1,25,2,0,0,0,5.982262000000001e-07,1.4409078199999995e-05,6.195626099999991e-06,False
PARP4,126,119,21,6,12,328,248,41,14,24,15,13,1,0,0,481,97,16,4,6,1309,185,32,7,19,59,8,0,0,0,2.2992124000000026e-06,4.225889809999992e-05,1.8750207899999972e-05,False
TMEM260,70,55,13,2,2,151,144,20,3,2,7,4,0,0,0,250,44,10,2,2,695,91,23,2,2,53,3,0,0,0,1.0628088e-06,1.9481164600000048e-05,8.116608499999988e-06,False
NAXE,27,19,6,0,3,60,54,8,0,1,6,2,0,0,0,108,15,5,0,3,280,45,6,0,1,14,3,0,0,0,3.086579e-07,8.229881000000014e-06,3.827949000000004e-06,False
NAT14,32,21,7,2,1,55,48,5,0,2,1,0,0,0,0,132,18,2,3,0,257,31,5,0,2,8,0,0,0,0,2.341459e-07,9.7854875e-06,4.5797742e-06,False
