GenePair	ka	ks	kaks	ssite	nsite	scount	ncount	Human	Other	species	GeneType	similarity
ENSG00000004777-ENSMMUG00000002394	0.0063046	0.0709502	0.0888596	1150.07	2710.93	77.0	17.0	ENSG00000004777	ENSMMUG00000002394	monkey	Other genes	0.9867909867909868
ENSG00000004799-ENSMMUG00000021389	0.00902068	0.0646088	0.13962	340.275	892.725	21.0	8.0	ENSG00000004799	ENSMMUG00000021389	monkey	Other genes	0.9805352798053528
ENSG00000004809-ENSMMUG00000008187	0.0215365	0.0593297	0.362997	550.505	1180.49	31.0	25.0	ENSG00000004809	ENSMMUG00000008187	monkey	Other genes	0.9566724436741768
ENSG00000004838-ENSMMUG00000007006	0.00851154	0.0506691	0.167983	372.909	947.091	18.0	8.0	ENSG00000004838	ENSMMUG00000007006	monkey	Other genes	0.9818181818181818
ENSG00000004846-ENSMMUG00000007821	0.0206449	0.061109	0.337837	1066.83	2704.17	62.0	55.0	ENSG00000004846	ENSMMUG00000007821	monkey	Other genes	0.9570405727923628
ENSG00000004866-ENSMMUG00000021722	0.0309957	0.101079	0.306649	400.937	1261.06	37.7105	38.2895	ENSG00000004866	ENSMMUG00000021722	monkey	Other genes	0.8343848580441641
ENSG00000004897-ENSMMUG00000018599	0.00110906	0.0307872	0.0360236	667.345	1804.65	20.0	2.0	ENSG00000004897	ENSMMUG00000018599	monkey	Other genes	0.9903614457831326
ENSG00000004939-ENSMMUG00000017100	0.0226488	0.128236	0.176618	690.525	2033.47	78.6823	45.3177	ENSG00000004939	ENSMMUG00000017100	monkey	Other genes	0.9422028353326063
ENSG00000004948-ENSMMUG00000014319	0.0192829	0.0548182	0.351761	419.591	999.409	22.0	19.0	ENSG00000004948	ENSMMUG00000014319	monkey	Other genes	0.8764478764478765
ENSG00000004975-ENSMMUG00000052091	0.0055895	0.0929987	0.060103	590.473	1617.53	51.0	9.0	ENSG00000004975	ENSMMUG00000052091	monkey	Other genes	0.9478487614080835
ENSG00000005001-ENSMMUG00000037718	0.0656759	0.232938	0.281945	206.83	735.17	40.7852	46.2148	ENSG00000005001	ENSMMUG00000037718	monkey	Other genes	0.6502347417840375
ENSG00000005007-ENSMMUG00000023286	0.0	0.14464	-0.0	701.058	2652.94	89.0	0.0	ENSG00000005007	ENSMMUG00000023286	monkey	Other genes	0.9902568644818424
ENSG00000005020-ENSMMUG00000018544	0.00767591	0.0282774	0.27145	290.163	786.837	8.0	6.0	ENSG00000005020	ENSMMUG00000018544	monkey	Other genes	0.9832869080779945
ENSG00000005059-ENSMMUG00000052933	0.0225793	0.0582759	0.387454	288.28	719.72	16.0	16.0	ENSG00000005059	ENSMMUG00000052933	monkey	Other genes	0.9553571428571429
ENSG00000005073-ENSMMUG00000055708	0.0	0.0706774	-0.0	178.469	751.531	12.0	0.0	ENSG00000005073	ENSMMUG00000055708	monkey	Other genes	0.9872611464968153
ENSG00000005100-ENSMMUG00000006594	0.00854409	0.090061	0.0948699	571.498	1549.5	47.84	13.16	ENSG00000005100	ENSMMUG00000006594	monkey	Other genes	0.9060052219321149
ENSG00000005102-ENSMMUG00000008995	0.0157587	0.0741784	0.212443	184.063	577.937	13.0	9.0	ENSG00000005102	ENSMMUG00000008995	monkey	Other genes	0.9645669291338582
ENSG00000005108-ENSMMUG00000012694	0.00841169	0.062373	0.134861	1368.24	3587.76	81.0	30.0	ENSG00000005108	ENSMMUG00000012694	monkey	Other genes	0.9782870928829915
ENSG00000005156-ENSMMUG00000004794	0.0380389	0.099261	0.383221	745.258	2278.74	68.5191	84.4809	ENSG00000005156	ENSMMUG00000004794	monkey	Other genes	0.9324191968658179
ENSG00000005175-ENSMMUG00000007482	0.0136309	0.036156	0.377001	512.154	1482.85	18.0	20.0	ENSG00000005175	ENSMMUG00000007482	monkey	Other genes	0.9699248120300752
ENSG00000005187-ENSMMUG00000016745	0.0386047	0.0810484	0.476316	481.648	1243.35	36.3049	46.6951	ENSG00000005187	ENSMMUG00000016745	monkey	Other genes	0.8797364085667215
ENSG00000005189-ENSMMUG00000016748	0.0202763	0.0365178	0.555246	762.353	1553.65	27.0	31.0	ENSG00000005189	ENSMMUG00000016748	monkey	Other genes	0.958656330749354
ENSG00000005194-ENSMMUG00000020472	0.00938072	0.0605531	0.154917	292.231	643.769	17.0	6.0	ENSG00000005194	ENSMMUG00000020472	monkey	Other genes	0.9807692307692307
ENSG00000005238-ENSMMUG00000011862	0.00659431	0.0223935	0.294474	547.036	1066.96	12.0	7.0	ENSG00000005238	ENSMMUG00000011862	monkey	Other genes	0.9869888475836431
ENSG00000005243-ENSMMUG00000021934	0.0	0.0264966	-0.0	154.201	475.799	4.0	0.0	ENSG00000005243	ENSMMUG00000021934	monkey	Other genes	1.0
ENSG00000005249-ENSMMUG00000015404	0.00527666	0.0409209	0.128948	302.974	951.026	12.0	5.0	ENSG00000005249	ENSMMUG00000015404	monkey	Other genes	0.9833729216152018
ENSG00000005339-ENSMMUG00000002286	0.0027184	0.047741	0.0569405	2165.94	5160.06	99.0	14.0	ENSG00000005339	ENSMMUG00000002286	monkey	Other genes	0.9946764946764947
ENSG00000005379-ENSMMUG00000018087	0.0207237	0.0667177	0.310618	1577.31	3993.69	99.5557	81.4443	ENSG00000005379	ENSMMUG00000018087	monkey	Other genes	0.9209710743801653
ENSG00000005381-ENSMMUG00000002266	0.0180601	0.131479	0.137361	419.58	1815.42	49.6217	32.3783	ENSG00000005381	ENSMMUG00000002266	monkey	Other genes	0.959731543624161
ENSG00000005421-ENSMMUG00000008011	0.0199178	0.0476097	0.418355	350.515	714.485	16.0	14.0	ENSG00000005421	ENSMMUG00000008011	monkey	Other genes	0.9605633802816902
ENSG00000005436-ENSMMUG00000018512	0.023277	0.0452121	0.514841	669.195	1661.81	29.0	38.0	ENSG00000005436	ENSMMUG00000018512	monkey	Other genes	0.9475032010243278
ENSG00000005448-ENSMMUG00000002719	0.00903927	0.051444	0.175711	322.068	679.932	15.9013	6.0987	ENSG00000005448	ENSMMUG00000002719	monkey	Other genes	0.856396866840731
ENSG00000005469-ENSMMUG00000010787	0.0128914	0.0433104	0.297651	502.793	1333.21	21.0	17.0	ENSG00000005469	ENSMMUG00000010787	monkey	Other genes	0.9738562091503268
ENSG00000005471-ENSMMUG00000010788	0.0111938	0.0527003	0.212405	1135.84	2701.16	57.0	30.0	ENSG00000005471	ENSMMUG00000010788	monkey	Other genes	0.9490881458966566
ENSG00000005483-ENSMMUG00000022727	0.00518244	0.0271995	0.190534	1506.03	4067.97	40.0	21.0	ENSG00000005483	ENSMMUG00000022727	monkey	Other genes	0.9881656804733728
ENSG00000005486-ENSMMUG00000007362	0.00484801	0.112155	0.0432259	263.713	828.287	27.0	4.0	ENSG00000005486	ENSMMUG00000007362	monkey	Other genes	0.989010989010989
ENSG00000005513-ENSMMUG00000051720	0.0112644	0.318466	0.0353709	175.111	1162.89	42.0	13.0	ENSG00000005513	ENSMMUG00000051720	monkey	Other genes	0.7017828200972447
ENSG00000005700-ENSMMUG00000010749	0.00947651	0.0343593	0.275806	1077.55	2978.45	36.0	28.0	ENSG00000005700	ENSMMUG00000010749	monkey	Other genes	0.9785661492978566
ENSG00000005801-ENSMMUG00000018698	0.0233529	0.0709262	0.329256	537.05	1349.95	36.0	31.0	ENSG00000005801	ENSMMUG00000018698	monkey	Other genes	0.9523052464228935
ENSG00000005810-ENSMMUG00000021459	0.0041188	0.0561519	0.0733511	3334.24	10378.8	178.372	42.6281	ENSG00000005810	ENSMMUG00000021459	monkey	Other genes	0.947588223011067
ENSG00000005812-ENSMMUG00000021458	0.00099196	0.0452263	0.0219332	275.228	1008.77	12.0	1.0	ENSG00000005812	ENSMMUG00000021458	monkey	Other genes	0.9976635514018691
ENSG00000005844-ENSMMUG00000016876	0.0218716	0.0911411	0.239975	928.061	2578.94	78.5031	55.4969	ENSG00000005844	ENSMMUG00000016876	monkey	Other genes	0.9529914529914529
ENSG00000005882-ENSMMUG00000014685	0.0	0.120479	-0.0	220.415	1000.59	24.0	0.0	ENSG00000005882	ENSMMUG00000014685	monkey	Other genes	1.0
ENSG00000005884-ENSMMUG00000000153	0.0220781	0.119511	0.184737	708.093	2438.91	76.9812	53.0188	ENSG00000005884	ENSMMUG00000000153	monkey	Other genes	0.9474671669793621
ENSG00000005961-ENSMMUG00000012659	0.0119037	0.0717768	0.165843	829.694	2287.31	56.0	27.0	ENSG00000005961	ENSMMUG00000012659	monkey	Other genes	0.9284403669724771
ENSG00000005981-ENSMMUG00000008016	0.00422506	0.0813845	0.0519148	328.599	949.401	25.0	4.0	ENSG00000005981	ENSMMUG00000008016	monkey	Other genes	0.9906103286384976
ENSG00000006007-ENSMMUG00000013331	0.00427101	0.0582662	0.0733016	288.332	704.668	16.0	3.0	ENSG00000006007	ENSMMUG00000013331	monkey	Other genes	0.9909365558912386
ENSG00000006016-ENSMMUG00000060102	0.00286229	0.113853	0.0251403	212.889	1050.11	22.0	3.0	ENSG00000006016	ENSMMUG00000060102	monkey	Other genes	0.990521327014218
ENSG00000006025-ENSMMUG00000019039	0.00410219	0.0914649	0.0448499	569.423	1956.58	48.0	8.0	ENSG00000006025	ENSMMUG00000019039	monkey	Other genes	0.9904988123515439
ENSG00000006042-ENSMMUG00000022356	0.0	0.0557032	-0.0	207.802	470.198	11.0	0.0	ENSG00000006042	ENSMMUG00000022356	monkey	Other genes	1.0
ENSG00000006047-ENSMMUG00000022712	0.0252544	0.0388169	0.650602	346.321	727.679	13.0	18.0	ENSG00000006047	ENSMMUG00000022712	monkey	Other genes	0.9315068493150684
ENSG00000006059-ENSMMUG00000062362	0.0108625	0.203233	0.0534485	191.786	1020.21	33.0	11.0	ENSG00000006059	ENSMMUG00000062362	monkey	Other genes	0.9727722772277227
ENSG00000006062-ENSMMUG00000007863	0.00814213	0.0662188	0.122958	734.145	2106.85	45.949	17.051	ENSG00000006062	ENSMMUG00000007863	monkey	Other genes	0.9820485744456178
ENSG00000006071-ENSMMUG00000023581	0.00631987	0.112579	0.0561373	1063.06	3679.94	108.855	23.1448	ENSG00000006071	ENSMMUG00000023581	monkey	Other genes	0.9854522454142948
ENSG00000006116-ENSMMUG00000013560	0.0	0.0417392	-0.0	248.062	696.938	10.0	0.0	ENSG00000006116	ENSMMUG00000013560	monkey	Other genes	1.0
ENSG00000006118-ENSMMUG00000052420	0.0136227	0.0809391	0.168308	842.327	2226.67	64.0	30.0	ENSG00000006118	ENSMMUG00000052420	monkey	Other genes	0.9716520039100685
ENSG00000006125-ENSMMUG00000006048	0.0	0.0433269	-0.0	984.173	1862.83	41.0	0.0	ENSG00000006125	ENSMMUG00000006048	monkey	Other genes	0.9978969505783386
ENSG00000006128-ENSMMUG00000014823	0.199151	0.344096	0.578767	79.7949	304.205	21.914	53.086	ENSG00000006128	ENSMMUG00000014823	monkey	Other genes	0.3967611336032389
ENSG00000006210-ENSMMUG00000059578	0.0307777	0.0823111	0.373919	326.684	864.316	25.0	26.0	ENSG00000006210	ENSMMUG00000059578	monkey	Other genes	0.914004914004914
ENSG00000006282-ENSMMUG00000017252	0.00712799	0.0996528	0.0715283	572.718	1833.28	52.0	13.0	ENSG00000006282	ENSMMUG00000017252	monkey	Other genes	0.9850374064837906
ENSG00000006283-ENSMMUG00000017256	0.00499988	0.0852878	0.0586236	1509.02	5621.98	118.989	28.0113	ENSG00000006283	ENSMMUG00000017256	monkey	Other genes	0.9886411442995372
ENSG00000006327-ENSMMUG00000044474	0.00344465	0.0767656	0.0448723	95.9329	291.067	7.0	1.0	ENSG00000006327	ENSMMUG00000044474	monkey	Other genes	0.6037735849056604
ENSG00000006377-ENSMMUG00000049169	0.0	0.0136662	-0.0	221.797	654.203	3.0	0.0	ENSG00000006377	ENSMMUG00000049169	monkey	Other genes	0.9965870307167235
ENSG00000006432-ENSMMUG00000005786	0.00409155	0.0836105	0.0489358	860.698	2451.3	67.0	10.0	ENSG00000006432	ENSMMUG00000005786	monkey	Other genes	0.9785330948121646
ENSG00000006451-ENSMMUG00000050621	0.0	0.0414407	-0.0	174.433	443.567	7.0	0.0	ENSG00000006451	ENSMMUG00000050621	monkey	Other genes	1.0
ENSG00000006453-ENSMMUG00000013276	0.0323475	0.117757	0.274697	400.996	1132.0	43.1792	35.8208	ENSG00000006453	ENSMMUG00000013276	monkey	Other genes	0.8968692449355433
ENSG00000006459-ENSMMUG00000008126	0.0102444	0.0367451	0.278797	757.213	2065.79	27.0	21.0	ENSG00000006459	ENSMMUG00000008126	monkey	Other genes	0.9776833156216791
ENSG00000006468-ENSMMUG00000039167	0.0186903	0.0504074	0.370785	422.069	1008.93	20.3836	18.6164	ENSG00000006468	ENSMMUG00000039167	monkey	Other genes	0.9490835030549898
ENSG00000006530-ENSMMUG00000021017	0.00821531	0.043092	0.190646	407.801	858.199	17.0	7.0	ENSG00000006530	ENSMMUG00000021017	monkey	Other genes	0.9834123222748815
ENSG00000006534-ENSMMUG00000023188	0.0224327	0.190133	0.117984	221.173	1182.83	35.9168	26.0832	ENSG00000006534	ENSMMUG00000023188	monkey	Other genes	0.8311444652908068
ENSG00000006555-ENSMMUG00000021574	0.0120641	0.203804	0.0591946	284.051	1422.95	48.9812	17.0188	ENSG00000006555	ENSMMUG00000021574	monkey	Other genes	0.9718804920913884
ENSG00000006576-ENSMMUG00000009008	0.00674913	0.043999	0.153393	613.855	1639.14	26.0	11.0	ENSG00000006576	ENSMMUG00000009008	monkey	Other genes	0.940279542566709
ENSG00000006606-ENSMMUG00000015735	0.0693342	0.0913651	0.758869	69.9477	212.052	6.0	14.0	ENSG00000006606	ENSMMUG00000015735	monkey	Other genes	0.851063829787234
ENSG00000006607-ENSMMUG00000001313	0.0151928	0.0867794	0.175074	877.38	2284.62	70.6555	34.3445	ENSG00000006607	ENSMMUG00000001313	monkey	Other genes	0.9677725118483412
ENSG00000006611-ENSMMUG00000023582	0.0100038	0.0713441	0.140218	772.976	1924.02	51.9037	19.0963	ENSG00000006611	ENSMMUG00000023582	monkey	Other genes	0.978865406006674
ENSG00000006634-ENSMMUG00000006771	0.02068	0.0457159	0.45236	500.12	1521.88	22.0	31.0	ENSG00000006634	ENSMMUG00000006771	monkey	Other genes	0.9555555555555556
ENSG00000006638-ENSMMUG00000011403	0.0116469	0.20836	0.055898	163.578	865.422	27.0	10.0	ENSG00000006638	ENSMMUG00000011403	monkey	Other genes	0.9708454810495627
ENSG00000006695-ENSMMUG00000016157	0.0246342	0.0638608	0.385748	379.539	949.461	23.0	23.0	ENSG00000006695	ENSMMUG00000016157	monkey	Other genes	0.9480812641083521
ENSG00000006704-ENSMMUG00000018842	0.015586	0.185126	0.0841913	546.674	2141.33	86.9724	33.0276	ENSG00000006704	ENSMMUG00000018842	monkey	Other genes	0.8582677165354331
ENSG00000006712-ENSMMUG00000005552	0.00428523	0.0500818	0.0855647	369.076	1223.92	17.7715	5.22853	ENSG00000006712	ENSMMUG00000005552	monkey	Other genes	0.9905838041431262
ENSG00000006715-ENSMMUG00000010042	0.00171865	0.0379455	0.0452926	788.846	1773.15	28.9561	3.04395	ENSG00000006715	ENSMMUG00000010042	monkey	Other genes	0.9964871194379391
ENSG00000006740-ENSMMUG00000022515	0.0334946	0.114841	0.291661	633.402	1808.6	66.7591	59.2409	ENSG00000006740	ENSMMUG00000022515	monkey	Other genes	0.9185360094451004
ENSG00000006744-ENSMMUG00000014450	0.0289228	0.0757906	0.381615	669.848	1808.15	47.7844	51.2156	ENSG00000006744	ENSMMUG00000014450	monkey	Other genes	0.9394673123486683
ENSG00000006747-ENSMMUG00000000880	0.00972883	0.0557154	0.174617	693.69	1451.31	37.0	14.0	ENSG00000006747	ENSMMUG00000000880	monkey	Other genes	0.9804195804195804
ENSG00000006788-ENSMMUG00000009759	0.00727134	0.116042	0.0626612	1383.16	4289.84	144.964	31.0358	ENSG00000006788	ENSMMUG00000009759	monkey	Other genes	0.9597523219814241
ENSG00000006831-ENSMMUG00000017262	0.0762036	0.240359	0.317042	282.793	851.207	57.3295	61.6705	ENSG00000006831	ENSMMUG00000017262	monkey	Other genes	0.8236714975845411
ENSG00000007001-ENSMMUG00000011636	0.0202791	0.0670838	0.302296	299.33	651.67	19.0	13.0	ENSG00000007001	ENSMMUG00000011636	monkey	Other genes	0.9589905362776026
ENSG00000007047-ENSMMUG00000018672	0.00229244	0.0693655	0.0330486	507.936	1748.06	33.0	4.0	ENSG00000007047	ENSMMUG00000018672	monkey	Other genes	0.9946808510638298
ENSG00000007062-ENSMMUG00000008164	0.0192667	0.0597447	0.322484	724.368	1840.63	41.0	35.0	ENSG00000007062	ENSMMUG00000008164	monkey	Other genes	0.9491329479768786
ENSG00000007080-ENSMMUG00000038308	0.00180659	0.0942225	0.0191737	114.805	554.195	10.0	1.0	ENSG00000007080	ENSMMUG00000038308	monkey	Other genes	0.9955156950672646
ENSG00000007168-ENSMMUG00000020524	0.00944935	0.0627999	0.150468	350.49	876.51	20.7709	8.22914	ENSG00000007168	ENSMMUG00000020524	monkey	Other genes	0.9757281553398058
ENSG00000007171-ENSMMUG00000010083	0.0266491	0.128419	0.207517	783.294	2672.71	90.0613	69.9387	ENSG00000007171	ENSMMUG00000010083	monkey	Other genes	0.8446153846153847
ENSG00000007174-ENSMMUG00000018539	0.0164378	0.0728113	0.225758	3780.19	9677.81	258.814	157.186	ENSG00000007174	ENSMMUG00000018539	monkey	Other genes	0.9656709763709318
ENSG00000007202-ENSMMUG00000023412	0.00466314	0.046775	0.0996929	2184.63	4520.37	98.0	21.0	ENSG00000007202	ENSMMUG00000023412	monkey	Other genes	0.9906040268456375
ENSG00000007216-ENSMMUG00000037573	0.028563	0.170077	0.167941	356.394	1419.61	52.2582	39.7418	ENSG00000007216	ENSMMUG00000037573	monkey	Other genes	0.9341216216216216
ENSG00000007237-ENSMMUG00000018092	0.0858604	0.28296	0.303437	176.171	831.829	40.59	67.41	ENSG00000007237	ENSMMUG00000018092	monkey	Other genes	0.4231311706629055
ENSG00000007264-ENSMMUG00000001917	0.0647543	0.33844	0.191332	285.954	1235.05	74.3982	76.6018	ENSG00000007264	ENSMMUG00000001917	monkey	Other genes	0.5886157826649417
ENSG00000007306-ENSMMUG00000059229	0.0786466	0.131221	0.599344	207.751	584.249	24.4035	43.5965	ENSG00000007306	ENSMMUG00000059229	monkey	Other genes	0.8566037735849057
ENSG00000007312-ENSMMUG00000041327	0.0672424	0.136756	0.491695	142.405	544.595	17.0945	34.9055	ENSG00000007312	ENSMMUG00000041327	monkey	Other genes	0.8571428571428571
ENSG00000007314-ENSMMUG00000000580	0.00805402	0.16248	0.0495692	887.278	4620.72	124.0	37.0	ENSG00000007314	ENSMMUG00000000580	monkey	Other genes	0.9809368191721133
ENSG00000007341-ENSMMUG00000007766	0.0418402	0.0850316	0.492055	408.783	1163.22	32.6718	47.3282	ENSG00000007341	ENSMMUG00000007766	monkey	Other genes	0.7708006279434851
ENSG00000007372-ENSMMUG00000016810	0.080567	0.137611	0.585469	328.809	979.191	41.2256	74.7744	ENSG00000007372	ENSMMUG00000016810	monkey	Other genes	0.6538461538461539
ENSG00000007376-ENSMMUG00000000842	0.0146944	0.206365	0.0712061	178.741	757.259	31.0	11.0	ENSG00000007376	ENSMMUG00000000842	monkey	Other genes	0.4902597402597403
ENSG00000007384-ENSMMUG00000000588	0.00255635	0.155377	0.0164526	470.48	1959.52	64.0	5.0	ENSG00000007384	ENSMMUG00000000588	monkey	Other genes	0.9168564920273349
ENSG00000007392-ENSMMUG00000000596	0.0	0.0553108	-0.0	322.048	790.952	17.0	0.0	ENSG00000007392	ENSMMUG00000000596	monkey	Other genes	1.0
ENSG00000007402-ENSMMUG00000007022	0.00447569	0.073673	0.0607508	739.244	2689.76	51.0	12.0	ENSG00000007402	ENSMMUG00000007022	monkey	Other genes	0.981786643538595
ENSG00000007520-ENSMMUG00000006428	0.0224006	0.169229	0.132368	208.851	727.149	31.0	16.0	ENSG00000007520	ENSMMUG00000006428	monkey	Other genes	0.9487179487179487
ENSG00000007541-ENSMMUG00000029296	0.0689486	0.344015	0.200423	348.454	1379.55	91.152	90.848	ENSG00000007541	ENSMMUG00000029296	monkey	Other genes	0.7767722473604827
ENSG00000007545-ENSMMUG00000000978	0.0113549	0.104181	0.108992	1028.89	2778.11	97.79	31.21	ENSG00000007545	ENSMMUG00000000978	monkey	Other genes	0.9763593380614657
ENSG00000007866-ENSMMUG00000015909	0.0	0.0773573	-0.0	220.77	1084.23	16.0	0.0	ENSG00000007866	ENSMMUG00000015909	monkey	Other genes	1.0
ENSG00000007908-ENSMMUG00000016580	0.017557	0.0789783	0.222302	497.861	1332.14	36.8911	23.1089	ENSG00000007908	ENSMMUG00000016580	monkey	Other genes	0.9622950819672131
ENSG00000007923-ENSMMUG00000004686	0.00168431	0.0425031	0.0396279	488.236	1188.76	20.0	2.0	ENSG00000007923	ENSMMUG00000004686	monkey	Other genes	0.948892674616695
ENSG00000007933-ENSMMUG00000007952	0.0267509	0.0609623	0.43881	440.146	1155.85	25.66	30.34	ENSG00000007933	ENSMMUG00000007952	monkey	Other genes	0.943609022556391
ENSG00000007944-ENSMMUG00000057657	0.00488689	0.0610914	0.0799931	308.517	1026.48	18.0	5.0	ENSG00000007944	ENSMMUG00000057657	monkey	Other genes	0.9887640449438202
ENSG00000007968-ENSMMUG00000011832	0.00801422	0.0712627	0.11246	296.61	1014.39	19.9177	8.08225	ENSG00000007968	ENSMMUG00000011832	monkey	Other genes	0.9816933638443935
ENSG00000008018-ENSMMUG00000019919	0.0119387	0.0792901	0.15057	216.424	506.576	16.0	6.0	ENSG00000008018	ENSMMUG00000019919	monkey	Other genes	0.979253112033195
ENSG00000008083-ENSMMUG00000015362	0.00318291	0.064293	0.0495063	904.007	2833.99	55.0	9.0	ENSG00000008083	ENSMMUG00000015362	monkey	Other genes	0.9656518345042935
ENSG00000008118-ENSMMUG00000003369	0.00468739	0.100298	0.0467345	357.225	1070.78	32.9978	5.00216	ENSG00000008118	ENSMMUG00000003369	monkey	Other genes	0.9894957983193278
ENSG00000008130-ENSMMUG00000010879	0.00189307	0.141379	0.0133901	280.182	1057.82	35.0	2.0	ENSG00000008130	ENSMMUG00000010879	monkey	Other genes	0.9888641425389755
ENSG00000008196-ENSMMUG00000002869	0.0353726	0.0913893	0.387054	319.474	1060.53	27.3597	36.6403	ENSG00000008196	ENSMMUG00000002869	monkey	Other genes	0.871031746031746
ENSG00000008197-ENSMMUG00000002867	0.00103772	0.0450165	0.0230519	391.59	964.41	17.0	1.0	ENSG00000008197	ENSMMUG00000002867	monkey	Other genes	0.9977876106194691
ENSG00000008226-ENSMMUG00000000987	0.0408605	0.119735	0.341259	1278.85	3965.15	140.403	157.597	ENSG00000008226	ENSMMUG00000000987	monkey	Other genes	0.9095477386934674
ENSG00000008256-ENSMMUG00000003167	0.0124125	0.0957945	0.129575	234.225	893.775	21.0	11.0	ENSG00000008256	ENSMMUG00000003167	monkey	Other genes	0.8181818181818182
ENSG00000008277-ENSMMUG00000022695	0.0065012	0.0485472	0.133915	796.142	2008.86	37.0	13.0	ENSG00000008277	ENSMMUG00000022695	monkey	Other genes	0.9210789210789211
ENSG00000008282-ENSMMUG00000019593	0.0235647	0.0778076	0.302859	204.108	518.892	15.0	12.0	ENSG00000008282	ENSMMUG00000019593	monkey	Other genes	0.8918918918918919
ENSG00000008283-ENSMMUG00000013412	0.139558	0.549197	0.254113	162.109	581.891	60.9336	74.0664	ENSG00000008283	ENSMMUG00000013412	monkey	Other genes	0.6493506493506493
ENSG00000008294-ENSMMUG00000022528	0.00108116	0.0419409	0.0257782	1186.21	2776.79	48.0	3.0	ENSG00000008294	ENSMMUG00000022528	monkey	Other genes	0.9843166542195668
ENSG00000008300-ENSMMUG00000014707	0.00867045	0.0728341	0.119044	2845.71	7090.29	195.0	61.0	ENSG00000008300	ENSMMUG00000014707	monkey	Other genes	0.9821859903381642
ENSG00000008311-ENSMMUG00000044304	0.00858566	0.0493701	0.173904	782.695	1992.3	37.0	17.0	ENSG00000008311	ENSMMUG00000044304	monkey	Other genes	0.9816414686825053
ENSG00000008323-ENSMMUG00000000375	0.0262435	0.0877354	0.299121	623.646	1746.35	51.0	45.0	ENSG00000008323	ENSMMUG00000000375	monkey	Other genes	0.9455696202531646
ENSG00000008382-ENSMMUG00000028926	0.0648797	0.276609	0.234554	287.395	1197.6	64.6192	74.3808	ENSG00000008382	ENSMMUG00000028926	monkey	Other genes	0.69375
ENSG00000008394-ENSMMUG00000057610	0.0341392	0.0304897	1.1197	134.059	330.941	4.0	11.0	ENSG00000008394	ENSMMUG00000057610	monkey	Other genes	0.9290322580645162
ENSG00000008405-ENSMMUG00000021808	0.0024151	0.0466502	0.0517704	513.813	1244.19	23.0	3.0	ENSG00000008405	ENSMMUG00000021808	monkey	Other genes	0.9948805460750854
ENSG00000008438-ENSMMUG00000008742	0.0719323	0.0705558	1.01951	120.084	467.916	8.0	32.0	ENSG00000008438	ENSMMUG00000008742	monkey	Other genes	0.8520408163265306
ENSG00000008441-ENSMMUG00000019292	0.0858055	0.227093	0.377844	293.66	1170.34	57.1425	94.8575	ENSG00000008441	ENSMMUG00000019292	monkey	Other genes	0.72
ENSG00000008513-ENSMMUG00000012531	0.00729079	0.155029	0.0470286	191.894	828.106	26.0	6.0	ENSG00000008513	ENSMMUG00000012531	monkey	Other genes	0.9823529411764705
ENSG00000008516-ENSMMUG00000009483	0.0221253	0.135488	0.163302	354.738	1331.26	43.0	29.0	ENSG00000008516	ENSMMUG00000009483	monkey	Other genes	0.9501779359430605
ENSG00000008710-ENSMMUG00000029263	0.0222642	0.224731	0.0990706	2646.37	10241.6	490.935	224.065	ENSG00000008710	ENSMMUG00000029263	monkey	Other genes	0.9488966318234611
ENSG00000008735-ENSMMUG00000064486	0.0159997	0.173716	0.0921031	449.638	2022.36	68.0216	31.9784	ENSG00000008735	ENSMMUG00000064486	monkey	Other genes	0.8504273504273504
ENSG00000008853-ENSMMUG00000007540	0.004151	0.0762375	0.0544483	489.987	1691.01	35.0	7.0	ENSG00000008853	ENSMMUG00000007540	monkey	Other genes	0.9626168224299065
ENSG00000008869-ENSMMUG00000014939	0.0030714	0.0648063	0.0473936	1645.17	4567.83	101.0	14.0	ENSG00000008869	ENSMMUG00000014939	monkey	Other genes	0.951874132346136
