gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv	non_nsite	mis_nsite	ssite
MSL1	0	0	0	1	2	0.0	16.87644459	16.87644459	10.47112991	0.216012956	0.052850754	0.070126115	0.025261478	0.813667722	0.942412671	0.977167932	1.0	0.01299553	1.0	3.575438800000011e-06	6.636439110000038e-05	2.675076779999989e-05
DACT2	1	3	1	0	2	2.059352268	15.31675335	15.31675335	12.4967866	0.274734765	0.058919207	0.095563398	0.018663556	0.813667722	0.942412671	0.977167932	1.0	0.013071923	1.0	1.4399899999999986e-06	3.5928085699999735e-05	1.8941900900000014e-05
VSIG4	0	5	0	0	0	8.909160813	0.0	0.0	0.0	0.000401	0.785054289	0.001826224	1.0	0.29000968	0.942412671	0.621908265	1.0	0.013341488	1.0			
SMAD4	0	14	0	0	0	3.291093767	0.0	0.0	0.0	0.000569	0.445325197	0.001851114	1.0	0.382484877	0.942412671	0.621908265	1.0	0.013498265	1.0	4.055523499999998e-06	7.695749180000059e-05	2.7693534199999866e-05
HIST1H3F	0	1	1	0	1	1.891061114	63.5384053	63.5384053	18.36981865	0.567740627	0.011999252	0.036598492	0.05170515	0.823817626	0.942412671	0.977167932	1.0	0.013757141	1.0	1.2435420000000001e-07	3.981255699999999e-06	1.6006982999999995e-06
UBLCP1	0	1	0	0	2	4.721301237	0.0	0.0	27.77078005	0.218746406	0.845361308	0.460391634	0.004401459	0.813667722	0.942412671	0.977167932	1.0	0.014593076	1.0	3.2195700000000013e-07	8.284547399999992e-06	2.7647022999999977e-06
SERPINA4	0	0	0	0	2	0.0	0.0	0.0	21.47948717	0.122511119	0.757262635	0.28972132	0.00708609	0.813667722	0.942412671	0.977167932	1.0	0.014757841	1.0	1.5793172999999984e-06	4.299903330000009e-05	2.1389547899999985e-05
BAG6	2	12	0	0	1	2.978759337	0.0	0.0	2.977372329	0.002764999	0.449041257	0.008114982	0.253146093	0.813667722	0.942412671	0.977167932	1.0	0.01476579	1.0	1.543468909999991e-05	0.00036592734530000327	0.00013660469940000183
BCL2A1	0	4	0	0	0	12.14048162	0.0	0.0	0.0	0.000451	0.814534296	0.002060186	1.0	0.313953555	0.942412671	0.66828184	1.0	0.014802354	1.0	7.990919000000003e-07	9.2129501e-06	4.6589477000000045e-06
SETD5	1	3	2	0	3	1.197562286	9.181228705	9.181228705	6.550891822	0.768874392	0.022212791	0.071338419	0.0300572	0.899154825	0.942412671	0.977167932	1.0	0.015320488	1.0	1.561843210000002e-05	0.00021652048990000155	7.461732689999958e-05
TAS2R9	1	0	0	0	2	0.0	0.0	0.0	23.58312567	0.166330418	0.761297081	0.3667994	0.005965421	0.813667722	0.942412671	0.977167932	1.0	0.015589681	1.0	3.6097040000000006e-07	7.380567800000011e-06	3.077192700000001e-06
PDZD9	1	1	0	0	2	2.520620493	0.0	0.0	33.42887787	0.425966018	0.806281247	0.706522222	0.003105265	0.813667722	0.942412671	0.977167932	1.0	0.015625354	1.0	1.6499949999999995e-06	1.755875969999997e-05	7.552719900000004e-06
VILL	1	1	2	0	1	0.755051078	20.82058936	20.82058936	5.899536355	0.771398247	0.004075637	0.015258828	0.145535896	0.900747921	0.942412671	0.977167932	1.0	0.015789072	1.0	3.744487899999997e-06	7.884128219999979e-05	3.443232159999992e-05
ZSCAN2	2	0	0	0	3	0.0	0.0	0.0	10.56204364	0.0889	0.696537337	0.218658545	0.010377778	0.813667722	0.942412671	0.977167932	1.0	0.016084771	1.0	6.787622400000012e-06	0.00013381514310000005	5.409794420000018e-05
DUSP26	0	0	1	0	1	0.0	29.92708841	29.92708841	24.39665283	0.360192184	0.027783943	0.057882732	0.039421073	0.813667722	0.942412671	0.977167932	1.0	0.016161508	1.0	1.5629317000000005e-06	2.3231251699999986e-05	8.848281399999969e-06
PRRT1	0	1	1	0	1	1.759242108	68.40962485	68.40962485	13.622541	0.608689757	0.011055206	0.03511191	0.068524463	0.831377883	0.942412671	0.977167932	1.0	0.016913824	1.0	7.288925999999999e-07	2.5753680700000004e-05	1.273330830000001e-05
ATG4B	0	0	1	1	0	0.0	38.11647827	38.11647827	0.0	0.236738793	0.001146147	0.002426574	1.0	0.813667722	0.673862571	0.760892565	1.0	0.01703764	1.0	4.803237900000005e-06	0.00010331359160000202	5.4841765500000044e-05
OR2J3	0	0	0	0	2	0.0	0.0	0.0	19.42182203	0.122592532	0.722840815	0.285644569	0.008518154	0.813667722	0.942412671	0.977167932	1.0	0.017077318	1.0	4.742147e-07	8.188433800000008e-06	3.1299554999999983e-06
BRPF1	1	11	0	0	1	3.116960276	0.0	0.0	2.832811582	0.002867313	0.55295289	0.009558177	0.26275329	0.813667722	0.942412671	0.977167932	1.0	0.017547193	1.0	1.0205351800000004e-05	0.00023265254760000331	8.235243840000052e-05
NARS	0	3	0	0	2	4.177037005	0.0	0.0	11.96805577	0.048584571	0.63877863	0.127311952	0.020111171	0.813667722	0.942412671	0.977167932	1.0	0.017839777	1.0	4.7548347999999846e-06	5.032566760000033e-05	1.9659452099999794e-05
PABPN1	0	2	1	0	1	4.748263734	19.91748264	19.91748264	10.72039126	0.082588135	0.043872217	0.030140378	0.085533272	0.813667722	0.942412671	0.977167932	1.0	0.017944822	1.0	1.4255538000000022e-06	2.9847364599999935e-05	1.1135901400000026e-05
ABCC6	2	0	0	0	2	0.0	0.0	0.0	6.85558338	0.018639242	0.541317375	0.052743803	0.050341929	0.813667722	0.942412671	0.977167932	1.0	0.018403963	1.0	3.169975399999997e-06	8.19152909000006e-05	3.8814815900000026e-05
ZMYM2	1	5	1	0	3	2.749746917	5.329773376	5.329773376	6.106098805	0.06052175	0.191492717	0.077428329	0.034744689	0.813667722	0.942412671	0.977167932	1.0	0.018611317	1.0	1.2803075299999957e-05	0.00013999024649999985	5.00974123000004e-05
ZNF596	0	0	2	0	1	0.0	10.56520576	10.56520576	4.192650572	0.101615944	0.016684736	0.014058569	0.193617237	0.813667722	0.942412671	0.977167932	1.0	0.018799079	1.0	5.928010799999996e-06	5.230631039999953e-05	2.0946382599999966e-05
ADNP2	3	9	0	0	1	3.53566219	0.0	0.0	2.642735962	0.002765757	0.669006928	0.010232585	0.276551972	0.813667722	0.942412671	0.977167932	1.0	0.019434034	1.0	1.9391834000000003e-06	4.111872879999994e-05	1.8356298400000003e-05
SPZ1	1	0	0	0	2	0.0	0.0	0.0	22.28449167	0.203200539	0.774530834	0.427481822	0.006622637	0.813667722	0.942412671	0.977167932	1.0	0.019441166	1.0	8.407778999999999e-07	1.5178622299999979e-05	5.860938199999992e-06
VSIG8	0	0	0	0	2	0.0	0.0	0.0	24.19127871	0.259433752	0.751517414	0.503971503	0.005690805	0.813667722	0.942412671	0.977167932	1.0	0.019657695	1.0	7.460452e-07	1.2670283400000001e-05	6.100497100000006e-06
TFPT	0	1	0	0	2	1.665643719	0.0	0.0	31.26557207	0.641	0.76039722	0.855908329	0.003523287	0.844088625	0.942412671	0.977167932	1.0	0.020518072	1.0	1.1410609999999974e-06	2.8485293099999955e-05	1.1455754700000024e-05
MAGEB2	0	2	0	0	2	4.459087357	0.0	0.0	15.53413169	0.093177332	0.839569417	0.239171799	0.012734445	0.813667722	0.942412671	0.977167932	1.0	0.020692677	1.0			
OR11A1	0	0	0	0	2	0.0	0.0	0.0	17.1569362	0.121074044	0.822226364	0.293409167	0.010660437	0.813667722	0.942412671	0.977167932	1.0	0.021167556	1.0	5.266079999999995e-07	2.4655652100000083e-05	1.0438937699999981e-05
GNA13	0	6	2	0	1	1.831620827	10.55471259	10.55471259	7.837613891	0.199307419	0.0167188	0.027796585	0.113521814	0.813667722	0.942412671	0.977167932	1.0	0.021326896	1.0	1.1088033999999997e-06	1.9544448700000025e-05	6.844726300000007e-06
CLK3	0	5	0	0	1	4.65946823	0.0	0.0	6.988825545	0.007394944	0.674274488	0.025124522	0.125624605	0.813667722	0.942412671	0.977167932	1.0	0.021331154	1.0	9.061951599999984e-06	0.0001351917122999975	4.403281800000007e-05
DNAJB4	0	0	0	0	2	0.0	0.0	0.0	22.28659	0.244302062	0.749621654	0.482933665	0.006621489	0.813667722	0.942412671	0.977167932	1.0	0.02156975	1.0	1.0157250999999994e-06	1.330416510000001e-05	4.471506999999995e-06
RHOH	0	1	0	0	2	1.697059939	0.0	0.0	30.2424883	0.629897655	0.786473746	0.857993119	0.003750987	0.840131467	0.942412671	0.977167932	1.0	0.02168793	1.0	1.0232808999999995e-06	2.0065954300000023e-05	9.816738500000002e-06
MRPS15	0	0	1	1	0	0.0	38.4652389	38.4652389	0.0	0.373246736	0.001124388	0.003276983	1.0	0.813667722	0.673862571	0.963330516	1.0	0.022024051	1.0	6.979201999999999e-07	7.848004500000006e-06	2.5560972000000017e-06
POLR2C	1	0	0	0	2	0.0	0.0	0.0	24.60549658	0.336533482	0.737786896	0.59617833	0.005514476	0.813667722	0.942412671	0.977167932	1.0	0.022084838	1.0	7.256629000000001e-07	1.0489879999999996e-05	4.806167399999997e-06
PIK3R3	1	5	0	2	2	1.415128339	4.709052186	4.709052186	12.81080402	0.483340262	0.083844682	0.18392977	0.017876581	0.813667722	0.942412671	0.977167932	1.0	0.022087263	1.0	8.586017200000029e-06	9.043765449999865e-05	2.8715302000000157e-05
AL049829.1	0	1	0	0	1	11.91292656	0.0	0.0	61.99993783	0.078169672	0.933279561	0.211219006	0.015880529	0.813667722	0.948709837	0.977167932	1.0	0.022465292	1.0	7.010040000000001e-08	2.733924100000004e-06	1.1411325000000001e-06
CYB561D2	0	4	0	0	0	10.56337466	0.0	0.0	0.0	0.000773	0.793985785	0.003382729	1.0	0.485054672	0.942412671	0.977167932	1.0	0.022627322	1.0	1.9271552000000013e-06	2.5432356799999986e-05	1.1677644399999986e-05
CHIC1	0	2	0	0	1	10.68771732	0.0	0.0	15.26147285	0.016294439	0.858552467	0.054913297	0.061605986	0.813667722	0.942412671	0.977167932	1.0	0.022628792	1.0			
TARBP2	0	2	0	1	1	3.301387288	20.79570254	20.79570254	13.32769755	0.163441566	0.041796408	0.049217471	0.069937408	0.813667722	0.942412671	0.977167932	1.0	0.022964808	1.0	3.243858999999998e-06	6.565061309999991e-05	2.6345434499999852e-05
DNAAF3	0	0	1	1	0	0.0	28.99360511	28.99360511	0.0	0.187199463	0.002037413	0.003451127	1.0	0.813667722	0.942412671	0.977167932	1.0	0.023015752	1.0	3.8022210000000145e-06	7.913653349999982e-05	3.749646119999991e-05
SEMG2	0	2	1	0	2	1.300629206	9.029058673	9.029058673	15.08881156	0.727146085	0.106660444	0.258433663	0.013409836	0.878473685	0.942412671	0.977167932	1.0	0.023097505	1.0	1.3745272000000006e-06	1.864628259999998e-05	6.897291999999995e-06
MTG2	0	0	1	0	1	0.0	26.38393727	26.38393727	11.38546045	0.20345978	0.031998161	0.043838869	0.080929868	0.813667722	0.942412671	0.977167932	1.0	0.023562874	1.0	1.5561108999999991e-06	4.580651620000017e-05	2.4515720899999955e-05
DPCR1	2	1	0	0	3	0.275276082	0.0	0.0	9.307449482	0.111566171	0.645558184	0.255207333	0.013925397	0.813667722	0.942412671	0.977167932	1.0	0.023596658	1.0	1.8836094000000003e-06	5.8368073999999726e-05	2.3749802699999998e-05
FAM83B	1	0	0	0	2	0.0	0.0	0.0	6.524707	0.025226146	0.522572482	0.067435733	0.054360066	0.813667722	0.942412671	0.977167932	1.0	0.024226265	1.0	2.245749799999998e-06	2.780099919999994e-05	9.950808299999988e-06
PTOV1	0	2	0	0	2	2.531316129	0.0	0.0	21.05881513	0.261659672	0.721806202	0.4989621	0.007347881	0.813667722	0.942412671	0.977167932	1.0	0.024229088	1.0	4.3718718000000066e-06	0.00012300224370000195	6.032653539999956e-05
OR51F1	0	0	0	0	2	0.0	0.0	0.0	17.95835849	0.167619819	0.827317822	0.377082874	0.009818329	0.813667722	0.942412671	0.977167932	1.0	0.024430875	1.0	4.5762519999999964e-07	1.8239700099999986e-05	6.269501799999988e-06
ZNF345	1	2	2	0	1	1.459625341	22.69415545	22.69415545	2.377041139	0.621391311	0.003402722	0.012463202	0.298457918	0.836518799	0.942412671	0.977167932	1.0	0.024528351	1.0	4.639389100000019e-06	5.4913245900000314e-05	1.7713432799999945e-05
SIN3A	1	3	1	1	2	1.31158164	10.97356694	10.97356694	5.21559556	0.662530206	0.015417561	0.049657156	0.076104024	0.852531873	0.942412671	0.977167932	1.0	0.024859991	1.0	8.404459799999984e-06	0.00014465405259999928	5.233405020000063e-05
MED1	0	9	1	0	1	3.044118247	5.837642521	5.837642521	2.282420003	0.007518158	0.17326795	0.012340312	0.307120248	0.813667722	0.942412671	0.977167932	1.0	0.024920501	1.0	2.813078899999997e-06	6.056157340000011e-05	2.2540642800000115e-05
HAUS1	0	0	0	0	2	0.0	0.0	0.0	24.69426315	0.417237835	0.823755828	0.702126776	0.005477756	0.813667722	0.942412671	0.977167932	1.0	0.025232977	1.0	1.0400861999999993e-06	2.1795211099999996e-05	8.350885899999978e-06
DUOXA1	1	1	0	0	2	1.078815985	0.0	0.0	28.82126802	0.940954115	0.728908729	0.939031849	0.004105807	0.976971844	0.942412671	0.977167932	1.0	0.025285261	1.0	2.503453800000001e-06	7.851005429999953e-05	3.572638710000011e-05
BEND3	2	0	0	0	2	0.0	0.0	0.0	8.092075356	0.0342	0.723239671	0.100199342	0.038683625	0.813667722	0.942412671	0.977167932	1.0	0.02539965	1.0	1.9952277999999983e-06	5.1644554000000025e-05	2.3961127199999943e-05
ANKRD12	2	6	1	0	4	2.11253404	4.365700692	4.365700692	5.945942414	0.118333563	0.238099648	0.154881385	0.025050428	0.813667722	0.942412671	0.977167932	1.0	0.02542059	1.0	1.4490300300000043e-05	0.0001634813311000012	5.831279289999997e-05
ABHD5	0	0	0	0	2	0.0	0.0	0.0	21.24462205	0.306396919	0.685500676	0.546611269	0.007230492	0.813667722	0.942412671	0.977167932	1.0	0.025822008	1.0	2.203453199999999e-06	1.8937329800000005e-05	6.931198300000019e-06
FAM65B	1	1	2	0	1	0.709616624	18.38022121	18.38022121	3.766257634	0.72	0.005289185	0.018831233	0.211030722	0.876343064	0.942412671	0.977167932	1.0	0.025942028	1.0	5.659520999999987e-06	0.0001128627763999991	4.742234769999997e-05
PLXNA3	3	9	0	0	1	3.425143191	0.0	0.0	1.930303866	0.00341475	0.578993968	0.011550887	0.344297731	0.813667722	0.942412671	0.977167932	1.0	0.025958475	1.0			
AFTPH	1	4	1	0	2	2.379459177	9.687792837	9.687792837	7.45599963	0.140323218	0.098545112	0.090199289	0.044105928	0.813667722	0.942412671	0.977167932	1.0	0.025966098	1.0	5.715243700000007e-06	0.00010438255830000081	3.8124605400000214e-05
SPOP	0	5	1	0	2	1.482082499	3.850761471	3.850761471	18.02852714	0.43029271	0.272819263	0.412169835	0.009749391	0.813667722	0.942412671	0.977167932	1.0	0.026187423	1.0	4.609989900000015e-06	9.136416819999975e-05	3.2579870500000094e-05
WDR33	1	0	1	0	2	0.0	3.842481607	3.842481607	5.005796831	0.030077973	0.273387517	0.050063958	0.080777195	0.813667722	0.942412671	0.977167932	1.0	0.026328691	1.0	6.016870699999998e-06	6.887616810000012e-05	2.3500658000000107e-05
SREK1	0	3	0	0	2	3.593476952	0.0	0.0	11.36161471	0.072184865	0.703568533	0.184056982	0.021988929	0.813667722	0.942412671	0.977167932	1.0	0.026346267	1.0	2.3808428999999986e-06	4.341735100000001e-05	1.4150819300000019e-05
SH2B3	0	4	0	1	1	3.189703492	17.47255925	17.47255925	5.364468007	0.057424096	0.050828361	0.025911814	0.157822593	0.813667722	0.942412671	0.977167932	1.0	0.026578854	1.0	1.4954003000000012e-06	3.36810476e-05	1.4644949700000018e-05
TAS2R43	0	0	0	0	2	0.0	0.0	0.0	23.9523653	0.415039503	0.876195322	0.708790187	0.005796381	0.813667722	0.942412671	0.977167932	1.0	0.026683012	1.0	2.7476889999999984e-07	6.610225400000007e-06	2.3465319000000017e-06
FBXW7	1	9	0	0	2	1.646372761	0.0	0.0	12.56621896	0.199307424	0.261313741	0.222507574	0.018485135	0.813667722	0.942412671	0.977167932	1.0	0.026708641	1.0	1.0877756000000018e-05	0.00011489329229999893	3.9692658000000155e-05
NFE2	0	1	0	0	2	0.949960821	0.0	0.0	28.04070946	0.959224677	0.758465955	0.95263407	0.004322513	0.985359163	0.942412671	0.977167932	1.0	0.026734404	1.0	2.4625236999999934e-06	5.792860280000016e-05	2.2142478900000106e-05
ACE	1	0	1	1	0	0.0	15.09903315	15.09903315	0.0	0.053090848	0.007967935	0.004189639	1.0	0.813667722	0.942412671	0.977167932	1.0	0.027128502	1.0	1.127189869999997e-05	0.00024892967190000384	0.00012503538010000034
NFE2L2	2	7	0	0	3	1.087877724	0.0	0.0	12.97480059	0.838055483	0.390081071	0.673866987	0.006323081	0.932252184	0.942412671	0.977167932	1.0	0.02751815	1.0	6.085909600000016e-06	0.00010076766570000047	3.851219630000009e-05
AARS	0	5	0	1	1	3.645203746	8.173313285	8.173313285	4.038326486	0.020474999	0.119217735	0.021757541	0.199577824	0.813667722	0.942412671	0.977167932	1.0	0.027961718	1.0	1.7718667000000003e-06	2.8835239100000023e-05	1.1968561000000006e-05
TJP1	2	9	0	0	4	1.882482098	0.0	0.0	5.8737827	0.108094731	0.344342859	0.168928471	0.025803714	0.813667722	0.942412671	0.977167932	1.0	0.028052302	1.0	1.526594320000002e-05	0.000217616970599996	7.918658479999894e-05
RNF26	0	0	1	0	1	0.0	17.73480844	17.73480844	7.787047186	0.105775588	0.049984362	0.038401543	0.114177147	0.813667722	0.942412671	0.977167932	1.0	0.028191357	1.0	6.361758000000004e-07	1.4405854700000031e-05	5.2994461e-06
OR5M3	0	0	1	0	1	0.0	26.43286937	26.43286937	12.04239118	0.302479748	0.031931747	0.058113886	0.076844664	0.813667722	0.942412671	0.977167932	1.0	0.028631301	1.0	5.972068e-07	8.819842400000003e-06	3.257149399999997e-06
OR1Q1	0	0	0	0	2	0.0	0.0	0.0	17.11669237	0.191675463	0.847459313	0.418758341	0.010705549	0.813667722	0.942412671	0.977167932	1.0	0.02872486	1.0	2.0488009999999998e-07	8.56913540000001e-06	3.5780171e-06
TNMD	0	3	0	0	1	6.562466434	0.0	0.0	9.252083411	0.013927122	0.759213779	0.046255304	0.097816926	0.813667722	0.942412671	0.977167932	1.0	0.028949153	1.0			
LRRK1	4	3	1	2	0	0.73650696	14.60008112	14.60008112	0.0	0.591766513	0.001312024	0.004634423	1.0	0.827953832	0.740982549	0.977167932	1.0	0.029540939	1.0	6.896901999999985e-06	0.0001871882082000015	9.228547559999987e-05
DAXX	1	3	0	0	3	1.061024245	0.0	0.0	13.55506853	0.92175034	0.579714266	0.853175883	0.005676441	0.968563276	0.942412671	0.977167932	1.0	0.030657275	1.0	2.6146122999999908e-06	7.225221540000054e-05	2.752962389999998e-05
CMIP	0	5	0	0	1	4.405136058	0.0	0.0	5.419301425	0.009381677	0.675168873	0.031106859	0.156468901	0.813667722	0.942412671	0.977167932	1.0	0.03078649	1.0	2.763657699999998e-06	7.17737482999998e-05	3.725712540000014e-05
ZNF432	0	7	0	0	1	3.752771128	0.0	0.0	2.577971081	0.005691966	0.520365071	0.017346241	0.281590286	0.813667722	0.942412671	0.977167932	1.0	0.030878463	1.0	5.707597500000001e-06	5.0577399099999346e-05	1.6078509799999993e-05
NUTM1	2	4	1	0	2	1.963907266	10.21059954	10.21059954	8.094185094	0.238830365	0.092881616	0.126492165	0.038667338	0.813667722	0.942412671	0.977167932	1.0	0.030913487	1.0	3.995765699999989e-06	9.143435759999963e-05	3.509399560000018e-05
ANGPTL1	0	0	0	0	2	0.0	0.0	0.0	13.63411569	0.134768825	0.718776589	0.306845245	0.016034697	0.813667722	0.942412671	0.977167932	1.0	0.031067985	1.0	1.7575472999999997e-06	2.941272680000007e-05	1.0846671399999982e-05
CSMD1	2	10	0	3	2	1.728880924	7.213886276	7.213886276	1.597952821	0.141737614	0.010578375	0.015802063	0.311378023	0.813667722	0.942412671	0.977167932	1.0	0.031069284	1.0	3.628915750000006e-05	0.0007144752434999846	0.00034778611080000724
USP17L10	0	1	1	0	0	6.838770067	195.9679738	195.9679738	0.0	0.145404898	0.003470821	0.004940151	1.0	0.813667722	0.942412671	0.977167932	1.0	0.031174129	1.0			
ATXN2	0	1	1	1	1	0.586185191	17.71304117	17.71304117	2.641553368	0.564633216	0.005720104	0.018007562	0.276642356	0.823301531	0.942412671	0.977167932	1.0	0.031394352	1.0	8.751008900000016e-06	0.00018957620259999925	8.114802529999958e-05
FEM1B	1	0	1	0	1	0.0	13.0365609	13.0365609	4.664331263	0.053674174	0.070621269	0.029094945	0.177420773	0.813667722	0.942412671	0.977167932	1.0	0.032347569	1.0	8.961537000000002e-07	2.1844383699999944e-05	8.320996900000004e-06
WISP3	1	1	0	0	2	1.453240297	0.0	0.0	23.95614357	0.727391577	0.758331026	0.897230237	0.005794688	0.878473685	0.942412671	0.977167932	1.0	0.032542935	1.0	3.1538773000000053e-06	5.4083959899999714e-05	2.080452449999993e-05
FAM151A	3	2	2	0	0	1.793767791	33.06591838	33.06591838	0.0	0.45842794	0.001540396	0.005229632	1.0	0.813667722	0.805027832	0.977167932	1.0	0.032703056	1.0	1.2091367000000016e-06	3.047488190000009e-05	1.3751791099999976e-05
MAP2K2	3	8	0	0	1	2.733678532	0.0	0.0	9.598494598	0.020059301	0.56633875	0.055808928	0.094611349	0.813667722	0.942412671	0.977167932	1.0	0.032968247	1.0	8.671137000000006e-07	2.7960358599999992e-05	1.4778029699999992e-05
FAM133A	0	1	0	0	2	4.148373779	0.0	0.0	17.39619981	0.251769326	0.840336182	0.507934671	0.010398025	0.813667722	0.942412671	0.977167932	1.0	0.032975375	1.0			
TCHH	2	8	1	0	1	3.303992722	5.032971648	5.032971648	1.400047279	0.006905803	0.203872156	0.01271694	0.420984828	0.813667722	0.942412671	0.977167932	1.0	0.033353057	1.0	4.616661100000004e-06	6.404097389999998e-05	2.59260302e-05
RPS27	0	1	0	0	1	14.54532551	0.0	0.0	31.70564054	0.062462385	0.900905613	0.174939745	0.030603461	0.813667722	0.942412671	0.977167932	1.0	0.033353699	1.0	1.218559e-07	3.574739000000001e-06	1.3568971999999992e-06
B2M	0	4	0	0	1	3.00791334	0.0	0.0	31.85995036	0.069185447	0.695621095	0.176831948	0.03045962	0.813667722	0.942412671	0.977167932	1.0	0.033523429	1.0	1.3948698000000003e-06	2.0937574300000086e-05	7.745413299999975e-06
RASSF8	0	2	0	0	2	2.80811292	0.0	0.0	15.53244679	0.218444931	0.670973421	0.427269256	0.012736903	0.813667722	0.942412671	0.977167932	1.0	0.033814913	1.0	1.0682513400000032e-05	8.953206850000007e-05	2.888639669999992e-05
C14orf37	2	4	0	0	2	2.76148803	0.0	0.0	10.62842354	0.089829455	0.714478138	0.221013086	0.024632421	0.813667722	0.942412671	0.977167932	1.0	0.033825341	1.0	8.411744000000005e-07	1.9560799600000076e-05	8.191046000000003e-06
PITPNC1	0	1	0	0	2	1.733935152	0.0	0.0	22.47549173	0.61716401	0.742841031	0.835841575	0.006519353	0.834329492	0.942412671	0.977167932	1.0	0.033851713	1.0	2.3542017999999987e-06	3.9944521200000025e-05	1.5625004000000032e-05
CCDC178	0	1	0	1	2	1.288699235	13.03861335	13.03861335	9.709739641	0.809681927	0.070630331	0.190442399	0.028675703	0.919697211	0.942412671	0.977167932	1.0	0.033913847	1.0	1.10565467e-05	0.00016935783599999842	5.671292530000039e-05
DNMT3A	1	6	1	0	3	0.72815757	2.002814749	2.002814749	11.11893037	0.450087471	0.536673559	0.60661072	0.009187446	0.813667722	0.942412671	0.977167932	1.0	0.034496933	1.0	6.823418699999999e-06	0.00016240340580000133	7.126118729999961e-05
ARHGAP21	3	1	3	0	0	0.411225747	11.80498226	11.80498226	0.0	0.307573255	0.002487006	0.005604024	1.0	0.813667722	0.942412671	0.977167932	1.0	0.034656798	1.0	1.1943250100000101e-05	0.00016002698229999928	6.072279989999969e-05
FZD6	1	6	0	0	1	3.796464399	0.0	0.0	4.338903469	0.009481001	0.602786604	0.029768837	0.188287788	0.813667722	0.942412671	0.977167932	1.0	0.034662422	1.0	5.922915799999993e-06	8.497792979999954e-05	3.207734669999982e-05
ZFP36L2	2	6	0	0	2	1.628667459	0.0	0.0	16.62240377	0.292821126	0.599962587	0.497698316	0.011283802	0.813667722	0.942412671	0.977167932	1.0	0.034718507	1.0	4.4183380000000005e-07	1.4903797500000011e-05	7.849804300000003e-06
PDP2	0	0	1	0	1	0.0	13.83154782	13.83154782	6.735377552	0.092174757	0.066096672	0.043315586	0.129755175	0.813667722	0.942412671	0.977167932	1.0	0.034741784	1.0	2.113815900000001e-06	3.488049170000017e-05	1.2981651600000022e-05
